InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice
581000,12/7/2011 8:03,12720,Germany,168,3.8858
581001,12/7/2011 8:07,12583,France,312,3.3732
581002,12/7/2011 8:21,14708,United Kingdom,211,2.7871
581003,12/7/2011 8:38,14911,EIRE,817,2.9784
581004,12/7/2011 8:41,16539,United Kingdom,56,5.4814
581005,12/7/2011 8:45,12828,United Kingdom,67,1.248
581006,12/7/2011 8:45,14911,EIRE,609,3.3354
581007,12/7/2011 8:55,12912,United Kingdom,88,2.17
581008,12/7/2011 9:02,13089,United Kingdom,156,7.1
581010,12/7/2011 9:18,17503,United Kingdom,273,1.0653
581011,12/7/2011 9:22,14397,United Kingdom,176,1.18
581013,12/7/2011 9:32,17017,United Kingdom,424,1.6715
581014,12/7/2011 9:34,16458,United Kingdom,86,2.0817
581015,12/7/2011 9:35,13949,United Kingdom,673,1.0314
581016,12/7/2011 9:53,14141,United Kingdom,77,3.842
581017,12/7/2011 10:06,14910,United Kingdom,80,2.5175
581018,12/7/2011 10:09,13743,United Kingdom,360,1.2271
581019,12/7/2011 10:11,14794,United Kingdom,158,2.17
581020,12/7/2011 10:12,17511,United Kingdom,3295,2.3763
581021,12/7/2011 10:24,14769,United Kingdom,201,2.7379
581022,12/7/2011 10:25,12826,United Kingdom,63,2.9171
581023,12/7/2011 10:35,(blank),United Kingdom,766,15.067
581027,12/7/2011 10:43,17091,United Kingdom,180,2.9236
581034,12/7/2011 10:48,17049,United Kingdom,234,2.41
581057,12/7/2011 11:03,16817,United Kingdom,153,2.4367
581058,12/7/2011 11:06,15969,United Kingdom,32,6.9625
581059,12/7/2011 11:12,13267,United Kingdom,114,3.9867
581064,12/7/2011 11:16,13882,United Kingdom,324,0.6014
581068,12/7/2011 11:26,16191,United Kingdom,177,1.692
581074,12/7/2011 11:27,15568,United Kingdom,180,2.2676
581095,12/7/2011 11:35,17238,United Kingdom,78,2.4333
581096,12/7/2011 11:36,17412,United Kingdom,86,2.498
581097,12/7/2011 11:41,13685,United Kingdom,600,1.95
581098,12/7/2011 11:42,14911,EIRE,572,3.4825
581099,12/7/2011 11:43,18219,United Kingdom,139,4.6875
581101,12/7/2011 11:48,17835,United Kingdom,65,1.9563
581102,12/7/2011 11:57,(blank),United Kingdom,20,0
581103,12/7/2011 11:58,(blank),United Kingdom,4,0
581104,12/7/2011 12:11,13668,United Kingdom,174,2.3785
581105,12/7/2011 12:14,16000,United Kingdom,4340,1.9229
581107,12/7/2011 12:15,16000,United Kingdom,620,3.3
581108,12/7/2011 12:16,15984,United Kingdom,342,2.1778
581110,12/7/2011 12:17,16000,United Kingdom,150,13.35
581112,12/7/2011 12:17,16678,United Kingdom,210,1.6207
581113,12/7/2011 12:19,14534,United Kingdom,83,2.7167
581114,12/7/2011 12:19,14527,United Kingdom,60,6.6248
581115,12/7/2011 12:20,15195,United Kingdom,1404,2.75
581116,12/7/2011 12:21,17232,United Kingdom,93,2.8247
581118,12/7/2011 12:26,15136,United Kingdom,126,2.2923
581119,12/7/2011 12:26,15136,United Kingdom,38,1.75
581120,12/7/2011 12:26,17042,United Kingdom,102,1.4878
581122,12/7/2011 12:33,12839,United Kingdom,487,1.9574
581123,12/7/2011 12:34,15750,United Kingdom,205,2.9521
581125,12/7/2011 12:41,14087,United Kingdom,251,1.4207
581126,12/7/2011 12:43,18272,United Kingdom,254,2.1583
581127,12/7/2011 12:45,16271,United Kingdom,1,15
581129,12/7/2011 12:48,15498,United Kingdom,450,2.4511
581130,12/7/2011 12:49,18237,United Kingdom,85,1.8125
581131,12/7/2011 12:51,16393,United Kingdom,140,2.07
581132,12/7/2011 12:55,17590,United Kingdom,144,4.025
581133,12/7/2011 12:55,14904,United Kingdom,1392,0.7077
581134,12/7/2011 13:12,16368,United Kingdom,136,2.1226
581135,12/7/2011 13:14,18092,United Kingdom,152,4.1557
581136,12/7/2011 13:16,18273,United Kingdom,20,2.55
581137,12/7/2011 13:16,17434,United Kingdom,246,1.6373
581138,12/7/2011 13:17,12950,United Kingdom,500,0.72
581139,12/7/2011 13:21,13798,United Kingdom,516,1.6586
581140,12/7/2011 13:23,13870,United Kingdom,57,4.4875
581141,12/7/2011 13:35,14132,United Kingdom,315,2.2285
581142,12/7/2011 13:38,14204,United Kingdom,82,2.405
581143,12/7/2011 13:46,17490,United Kingdom,32,1.45
581144,12/7/2011 13:46,14085,United Kingdom,275,1.4473
581146,12/7/2011 13:53,17602,United Kingdom,902,1.9211
581147,12/7/2011 14:01,16426,United Kingdom,175,1.4845
581149,12/7/2011 14:12,15471,United Kingdom,266,1.9992
581150,12/7/2011 14:12,17266,United Kingdom,13,1.8663
581163,12/7/2011 14:34,12747,United Kingdom,122,3.0014
581164,12/7/2011 14:34,14395,United Kingdom,248,3.3321
581165,12/7/2011 14:39,15701,United Kingdom,264,2.1952
581166,12/7/2011 14:43,15525,United Kingdom,128,2.8331
581167,12/7/2011 14:52,13534,United Kingdom,180,1.9571
581168,12/7/2011 14:52,16779,United Kingdom,154,2.66
581169,12/7/2011 14:54,16779,United Kingdom,238,2.758
581170,12/7/2011 15:00,13767,United Kingdom,418,2.6211
581171,12/7/2011 15:02,12615,France,249,3.6445
581172,12/7/2011 15:07,16525,United Kingdom,284,2.5183
581173,12/7/2011 15:07,17870,United Kingdom,279,1.8752
581174,12/7/2011 15:08,13769,United Kingdom,148,2.9206
581175,12/7/2011 15:16,14646,Netherlands,7366,2.2953
581176,12/7/2011 15:19,14646,Netherlands,452,2.8575
581177,12/7/2011 15:23,14032,United Kingdom,88,2.59
581179,12/7/2011 15:43,12471,Germany,890,8.5861
581180,12/7/2011 15:52,12347,Iceland,192,1.2309
581181,12/7/2011 15:55,14189,United Kingdom,322,1.1794
581182,12/7/2011 15:56,12783,Portugal,142,4.9471
581183,12/7/2011 16:24,12569,Germany,138,2.443
581184,12/7/2011 16:24,12569,Germany,24,7.16
581185,12/7/2011 16:29,16672,United Kingdom,72,3.75
581186,12/7/2011 16:39,13756,United Kingdom,120,2.5125
581187,12/7/2011 16:44,13756,United Kingdom,292,2.8318
581188,12/7/2011 16:47,17735,United Kingdom,1016,1.3781
581190,12/7/2011 16:55,(blank),United Kingdom,-102,0
581191,12/7/2011 16:56,17449,United Kingdom,147,3.6115
581192,12/7/2011 17:05,15883,United Kingdom,151,2.7583
581193,12/7/2011 17:05,17097,Spain,92,1.6892
581194,12/7/2011 17:17,15298,United Kingdom,434,1.4967
581195,12/7/2011 17:22,12935,United Kingdom,6,2.08
581196,12/7/2011 17:25,12935,United Kingdom,324,1.7239
581197,12/7/2011 17:56,(blank),United Kingdom,12,2.0138
581198,12/7/2011 18:26,(blank),United Kingdom,-30,0
581199,12/7/2011 18:26,(blank),United Kingdom,-2,0
581200,12/7/2011 18:27,(blank),United Kingdom,-21,0
581201,12/7/2011 18:30,(blank),United Kingdom,-155,0
581202,12/7/2011 18:30,(blank),United Kingdom,41,0
581203,12/7/2011 18:31,(blank),United Kingdom,15,0
581204,12/7/2011 18:32,(blank),United Kingdom,-355,0
581205,12/7/2011 18:32,(blank),United Kingdom,-55,0
581206,12/7/2011 18:34,(blank),United Kingdom,-87,0
581207,12/7/2011 18:34,(blank),United Kingdom,-337,0
581208,12/7/2011 18:35,(blank),United Kingdom,-10,0
581209,12/7/2011 18:35,(blank),United Kingdom,6,0
581210,12/7/2011 18:36,(blank),United Kingdom,-26,0
581211,12/7/2011 18:36,(blank),United Kingdom,14,0
581212,12/7/2011 18:38,(blank),United Kingdom,-1050,0
581213,12/7/2011 18:38,(blank),United Kingdom,-30,0
581214,12/8/2011 8:32,14251,United Kingdom,224,2.249
581215,12/8/2011 9:05,13408,United Kingdom,272,1.8188
581216,12/8/2011 9:06,16523,United Kingdom,468,3.8125
581217,12/8/2011 9:20,(blank),United Kingdom,1853,5.5276
581218,12/8/2011 9:23,14191,United Kingdom,476,1.2969
581219,12/8/2011 9:28,(blank),United Kingdom,2151,5.6339
581220,12/8/2011 9:39,13924,United Kingdom,642,0.7056
581221,12/8/2011 9:40,17856,United Kingdom,265,3.375
581222,12/8/2011 9:46,14520,United Kingdom,46,3.7267
581223,12/8/2011 9:46,15237,United Kingdom,88,1.5671
581224,12/8/2011 9:47,17631,United Kingdom,149,1.668
581225,12/8/2011 9:55,17677,United Kingdom,444,2.2416
581226,12/8/2011 9:56,(blank),United Kingdom,-338,0
581227,12/8/2011 9:56,17677,United Kingdom,12,3.92
581230,12/8/2011 10:24,14291,United Kingdom,494,1.6638
581231,12/8/2011 10:26,14291,United Kingdom,4,4.95
581232,12/8/2011 10:26,12358,Austria,148,9.2257
581233,12/8/2011 10:33,13436,United Kingdom,76,5.83
581234,12/8/2011 10:33,(blank),United Kingdom,27,0
581236,12/8/2011 10:39,13468,United Kingdom,186,1.8767
581237,12/8/2011 10:40,15443,United Kingdom,181,2.2204
581238,12/8/2011 10:53,(blank),United Kingdom,692,13.9977
581241,12/8/2011 10:58,15520,United Kingdom,314,1.7244
581246,12/8/2011 10:59,15453,United Kingdom,67,3.0223
581251,12/8/2011 11:02,18210,United Kingdom,52,5.2364
581252,12/8/2011 11:02,14129,United Kingdom,86,2.7213
581253,12/8/2011 11:15,16891,United Kingdom,28,4.5763
581256,12/8/2011 11:21,(blank),United Kingdom,1074,7.2545
581266,12/8/2011 11:25,12621,Germany,992,2.2298
581279,12/8/2011 11:35,12437,France,21,11.2333
581281,12/8/2011 11:36,18109,United Kingdom,191,6.3515
581285,12/8/2011 11:36,13394,United Kingdom,174,1.8542
581291,12/8/2011 11:38,14135,United Kingdom,109,3.015
581310,12/8/2011 11:43,16442,United Kingdom,92,2.0756
581324,12/8/2011 11:53,14217,United Kingdom,28,6.24
581325,12/8/2011 11:53,15877,United Kingdom,196,3.2925
581327,12/8/2011 11:56,15187,United Kingdom,214,2.0608
581333,12/8/2011 12:05,15159,United Kingdom,21,5.35
581334,12/8/2011 12:07,17841,United Kingdom,475,2.1935
581335,12/8/2011 12:07,15214,United Kingdom,152,1.0592
581336,12/8/2011 12:10,16161,United Kingdom,92,7.4582
581338,12/8/2011 12:12,14646,Netherlands,140,1.79
581345,12/8/2011 12:15,17315,United Kingdom,131,2.0806
581352,12/8/2011 12:26,14698,United Kingdom,102,2.1113
581356,12/8/2011 12:28,17830,United Kingdom,27,6.7643
581357,12/8/2011 12:29,13314,United Kingdom,189,2.5187
581358,12/8/2011 12:30,17436,United Kingdom,42,2.33
581361,12/8/2011 12:31,17522,United Kingdom,102,1.33
581375,12/8/2011 12:36,16210,United Kingdom,1056,7.8508
581376,12/8/2011 12:43,14719,United Kingdom,253,1.8785
581377,12/8/2011 12:44,14138,United Kingdom,151,3.0421
581378,12/8/2011 12:50,17673,United Kingdom,93,1.6991
581379,12/8/2011 12:50,13954,United Kingdom,101,4.3567
581380,12/8/2011 12:52,13102,United Kingdom,77,2.7271
581381,12/8/2011 12:54,16933,United Kingdom,161,2.9908
581382,12/8/2011 12:57,13860,United Kingdom,223,3.007
581383,12/8/2011 13:04,15399,United Kingdom,188,1.7789
581385,12/8/2011 13:11,13298,United Kingdom,96,3.75
581394,12/8/2011 13:15,16892,United Kingdom,4,2.95
581395,12/8/2011 13:18,16892,United Kingdom,35,4.6265
581396,12/8/2011 13:22,15189,United Kingdom,90,4.65
581397,12/8/2011 13:25,17668,United Kingdom,62,7.1214
581398,12/8/2011 13:26,17243,United Kingdom,122,6.3456
581399,12/8/2011 13:27,17528,United Kingdom,198,2.2836
581400,12/8/2011 13:36,14056,United Kingdom,190,2.7831
581401,12/8/2011 13:43,17644,United Kingdom,256,2.5273
581402,12/8/2011 13:45,14653,United Kingdom,186,2.9458
581403,12/8/2011 13:46,13510,United Kingdom,254,2.551
581404,12/8/2011 13:47,13680,United Kingdom,324,2.1108
581405,12/8/2011 13:50,13521,United Kingdom,303,1.3833
581406,12/8/2011 13:58,(blank),United Kingdom,540,0
581407,12/8/2011 13:59,13263,United Kingdom,123,2.6452
581408,12/8/2011 14:06,(blank),United Kingdom,20,0
581410,12/8/2011 14:14,13098,United Kingdom,1069,1.9192
581411,12/8/2011 14:15,17554,United Kingdom,78,2.9167
581412,12/8/2011 14:38,14415,United Kingdom,694,2.6703
581413,12/8/2011 14:39,16833,United Kingdom,134,3.766
581414,12/8/2011 14:39,14730,United Kingdom,184,2.2785
581415,12/8/2011 14:53,13269,United Kingdom,226,1.75
581416,12/8/2011 14:58,14569,United Kingdom,79,3.92
581417,12/8/2011 15:01,13013,United Kingdom,110,3.35
581418,12/8/2011 15:02,17451,United Kingdom,154,2.6431
581419,12/8/2011 15:03,15484,United Kingdom,740,1.7993
581420,12/8/2011 15:09,16358,United Kingdom,432,1.2151
581421,12/8/2011 15:23,15898,United Kingdom,146,4.61
581422,12/8/2011 15:24,(blank),United Kingdom,-235,0
581423,12/8/2011 15:24,16688,United Kingdom,52,2.7583
581424,12/8/2011 15:29,13890,United Kingdom,63,2.9556
581425,12/8/2011 15:31,14796,United Kingdom,367,1.515
581426,12/8/2011 15:31,17757,United Kingdom,104,3.5187
581427,12/8/2011 15:36,13890,United Kingdom,70,3.7542
581428,12/8/2011 15:37,13404,United Kingdom,12,2.89
581429,12/8/2011 15:41,16322,United Kingdom,111,1.5522
581430,12/8/2011 15:44,13471,United Kingdom,48,2.135
581431,12/8/2011 15:49,(blank),United Kingdom,14,1.2786
581432,12/8/2011 15:51,13798,United Kingdom,272,1.4625
581433,12/8/2011 15:54,14911,EIRE,806,3.0369
581434,12/8/2011 16:10,13599,United Kingdom,70,1.8883
581435,12/8/2011 16:14,(blank),United Kingdom,2,1.675
581436,12/8/2011 16:18,17491,United Kingdom,278,2.9267
581437,12/8/2011 16:22,14621,United Kingdom,254,1.7025
581438,12/8/2011 16:29,12955,United Kingdom,268,1.7258
581439,12/8/2011 16:30,(blank),United Kingdom,1748,5.7922
581442,12/8/2011 16:38,13536,United Kingdom,59,6.1233
581443,12/8/2011 16:58,13026,United Kingdom,492,0.4586
581445,12/8/2011 17:12,17405,United Kingdom,164,1.5079
581448,12/8/2011 17:24,15208,United Kingdom,48,6.2444
581449,12/8/2011 17:37,12748,United Kingdom,22,6.4332
581450,12/8/2011 17:54,16794,United Kingdom,64,1.6813
581451,12/8/2011 17:57,17144,United Kingdom,132,4.8736
581452,12/8/2011 18:03,17675,United Kingdom,324,2.9928
581453,12/8/2011 18:15,16401,United Kingdom,454,0.9016
581454,12/8/2011 18:22,15156,United Kingdom,91,4.153
581455,12/8/2011 18:25,18102,United Kingdom,140,4.8318
581456,12/8/2011 18:42,17530,United Kingdom,170,1.9495
581457,12/8/2011 18:43,18102,United Kingdom,2414,4.7773
581458,12/8/2011 18:45,17949,United Kingdom,1500,0.72
581459,12/8/2011 18:46,17949,United Kingdom,1200,0.72
581461,12/8/2011 18:51,13318,United Kingdom,84,1.8
581467,12/8/2011 19:24,13077,United Kingdom,256,1.2735
581469,12/8/2011 19:28,14606,United Kingdom,64,2.6364
581471,12/8/2011 19:29,14702,United Kingdom,76,4.5641
581472,12/8/2011 19:55,15796,United Kingdom,139,4.3088
581473,12/8/2011 19:57,12748,United Kingdom,55,2.3863
581474,12/8/2011 20:01,12748,United Kingdom,24,2.5646
581475,12/9/2011 8:39,13069,United Kingdom,352,0.9784
581476,12/9/2011 8:48,12433,Norway,2215,2.39
581477,12/9/2011 8:59,13426,United Kingdom,144,2.307
581478,12/9/2011 8:59,17364,United Kingdom,226,2.7344
581479,12/9/2011 9:00,17364,United Kingdom,10,2.95
581480,12/9/2011 9:07,14441,United Kingdom,84,4.4478
581481,12/9/2011 9:07,17490,United Kingdom,234,1.17
581482,12/9/2011 9:08,17490,United Kingdom,228,3.7833
581483,12/9/2011 9:15,16446,United Kingdom,80995,2.08
581485,12/9/2011 9:38,17389,United Kingdom,114,7.0833
581486,12/9/2011 9:38,17001,United Kingdom,218,2.1869
581487,12/9/2011 9:44,15694,United Kingdom,120,3.39
581488,12/9/2011 9:45,17428,United Kingdom,56,7.6667
581489,12/9/2011 9:46,16954,United Kingdom,72,2.1
581491,12/9/2011 10:02,12433,Norway,12,1.65
581492,12/9/2011 10:03,(blank),United Kingdom,2011,5.4468
581493,12/9/2011 10:10,12423,Belgium,203,1.8953
581494,12/9/2011 10:13,12518,Germany,188,3.0711
581495,12/9/2011 10:20,14051,United Kingdom,276,4.934
581496,12/9/2011 10:20,16558,United Kingdom,496,1.88
581497,12/9/2011 10:23,(blank),United Kingdom,654,6.2697
581498,12/9/2011 10:26,(blank),United Kingdom,732,14.1983
581500,12/9/2011 10:45,15344,United Kingdom,10,9.9833
581501,12/9/2011 10:46,12985,United Kingdom,692,1.4433
581502,12/9/2011 10:51,15910,United Kingdom,158,1.0615
581514,12/9/2011 11:20,17754,United Kingdom,405,0.6442
581516,12/9/2011 11:26,14422,United Kingdom,179,3.2347
581538,12/9/2011 11:34,14446,United Kingdom,121,1.8511
581566,12/9/2011 11:50,18102,United Kingdom,144,3.26
581567,12/9/2011 11:56,16626,United Kingdom,365,3.9458
581570,12/9/2011 11:59,12662,Germany,96,4.2385
581571,12/9/2011 12:00,15311,United Kingdom,270,3.4565
581572,12/9/2011 12:08,16705,United Kingdom,60,6.335
581574,12/9/2011 12:09,12526,Germany,88,5.6577
581578,12/9/2011 12:16,12713,Germany,508,2.5034
581579,12/9/2011 12:19,17581,United Kingdom,476,2.195
581580,12/9/2011 12:20,12748,United Kingdom,82,2.2108
581581,12/9/2011 12:20,17581,United Kingdom,22,2.4767
581582,12/9/2011 12:21,17581,United Kingdom,18,1.765
581583,12/9/2011 12:23,13777,United Kingdom,76,1.65
581584,12/9/2011 12:25,13777,United Kingdom,120,1.285
581585,12/9/2011 12:31,15804,United Kingdom,278,1.799
581586,12/9/2011 12:49,13113,United Kingdom,66,5.0575
581587,12/9/2011 12:50,12680,France,105,2.9667
A563185,8/12/2011 14:50,(blank),United Kingdom,1,11062.06
A563186,8/12/2011 14:51,(blank),United Kingdom,1,-11062.06
A563187,8/12/2011 14:52,(blank),United Kingdom,1,-11062.06
C536379,12/1/2010 9:41,14527,United Kingdom,-1,27.5
C536383,12/1/2010 9:49,15311,United Kingdom,-1,4.65
C536391,12/1/2010 10:24,17548,United Kingdom,-132,1.3243
C536506,12/1/2010 12:38,17897,United Kingdom,-6,4.25
C536543,12/1/2010 14:30,17841,United Kingdom,-3,1.475
C536548,12/1/2010 14:33,12472,Germany,-40,3.5321
C536606,12/2/2010 9:10,14092,United Kingdom,-2,2.95
C536622,12/2/2010 10:37,12471,Germany,-2,8.5
C536625,12/2/2010 10:46,14766,United Kingdom,-2,14.95
C536642,12/2/2010 11:56,14390,United Kingdom,-1,5.95
C536734,12/2/2010 12:50,16042,United Kingdom,-5,6.1
C536737,12/2/2010 13:05,15922,United Kingdom,-2,2.95
C536757,12/2/2010 14:23,15838,United Kingdom,-9360,0.03
C536758,12/2/2010 14:25,13767,United Kingdom,-1,2.1
C536760,12/2/2010 14:29,17547,United Kingdom,-4,2.95
C536807,12/2/2010 16:45,15834,United Kingdom,-3,6.95
C536812,12/2/2010 16:58,16546,United Kingdom,-852,0.9717
C536814,12/2/2010 17:03,13958,United Kingdom,-23,7.79
C536815,12/2/2010 17:05,14443,United Kingdom,-2,0.835
C536816,12/2/2010 17:06,14443,United Kingdom,-2,6.95
C536817,12/2/2010 17:08,14156,EIRE,-2,3.75
C536818,12/2/2010 17:09,16995,United Kingdom,-1,1.25
C536820,12/2/2010 17:14,18168,United Kingdom,-4,4.2375
C536822,12/2/2010 17:19,14625,United Kingdom,-3,10.35
C536825,12/2/2010 17:27,15384,United Kingdom,-3,2.9
C536826,12/2/2010 17:30,17924,United Kingdom,-5,4.65
C536827,12/2/2010 17:31,13408,United Kingdom,-3,6.95
C536828,12/2/2010 17:35,14264,United Kingdom,-4,6
C536829,12/2/2010 17:36,13295,United Kingdom,-1,3.25
C536850,12/3/2010 9:47,14213,United Kingdom,-244,4.89
C536853,12/3/2010 10:07,14679,United Kingdom,-1,2.55
C536854,12/3/2010 10:09,15240,United Kingdom,-3,1.8167
C536855,12/3/2010 10:11,18225,United Kingdom,-4,7.95
C536978,12/3/2010 14:19,17954,United Kingdom,-1,9.95
C536979,12/3/2010 14:23,17841,United Kingdom,-2,2.85
C537024,12/3/2010 16:21,13941,United Kingdom,-36,2.1
C537039,12/5/2010 10:25,15708,United Kingdom,-3,2.7733
C537043,12/5/2010 10:48,15351,United Kingdom,-7,1.82
C537132,12/5/2010 12:29,15221,United Kingdom,-18,12.7667
C537143,12/5/2010 12:58,12748,United Kingdom,-1,7.95
C537157,12/5/2010 13:09,15880,United Kingdom,-24,1.25
C537164,12/5/2010 13:21,14527,United Kingdom,-1,29.29
C537203,12/5/2010 14:44,14606,United Kingdom,-2,6.45
C537232,12/6/2010 9:31,12586,Italy,-2,8.5
C537234,12/6/2010 9:40,16161,United Kingdom,-20,1.95
C537251,12/6/2010 10:45,(blank),United Kingdom,-103,2.326
C537314,12/6/2010 11:42,13497,United Kingdom,-4,6.75
C537320,12/6/2010 11:47,14867,United Kingdom,-1,8.95
C537333,12/6/2010 12:00,12474,Germany,-4,8.5
C537373,12/6/2010 12:55,14487,United Kingdom,-1,12.75
C537379,12/6/2010 13:12,15882,United Kingdom,-10,2.1
C537383,12/6/2010 13:17,16550,United Kingdom,-3,3.0167
C537398,12/6/2010 14:22,15426,United Kingdom,-1,4.95
C537402,12/6/2010 14:43,15502,United Kingdom,-34,7.5333
C537406,12/6/2010 14:53,15502,United Kingdom,-16,10.45
C537408,12/6/2010 14:55,15502,United Kingdom,-18,1.7
C537413,12/6/2010 15:07,14409,United Kingdom,-72,2.1
C537414,12/6/2010 15:09,16861,United Kingdom,-7,3.68
C537416,12/6/2010 15:10,16138,United Kingdom,-1,7.95
C537417,12/6/2010 15:12,13481,United Kingdom,-1,4.25
C537431,12/6/2010 16:10,16782,United Kingdom,-1,5.95
C537444,12/7/2010 8:42,14850,United Kingdom,-8,5.95
C537445,12/7/2010 8:57,15021,United Kingdom,-11,0.85
C537530,12/7/2010 11:47,13319,United Kingdom,-5,6.0167
C537572,12/7/2010 12:00,(blank),United Kingdom,-1,95.38
C537581,12/7/2010 12:03,(blank),United Kingdom,-2,32.475
C537596,12/7/2010 12:31,17954,United Kingdom,-2,9.95
C537597,12/7/2010 12:34,15498,United Kingdom,-1,281
C537600,12/7/2010 12:41,(blank),United Kingdom,-1,1
C537602,12/7/2010 12:45,17511,United Kingdom,-18,4.3157
C537610,12/7/2010 13:23,(blank),United Kingdom,-1,631.31
C537611,12/7/2010 13:25,17675,United Kingdom,-36,2.1
C537613,12/7/2010 13:28,(blank),United Kingdom,-1,313.78
C537630,12/7/2010 15:04,(blank),United Kingdom,-1,13541.33
C537644,12/7/2010 15:34,(blank),United Kingdom,-1,13474.79
C537647,12/7/2010 15:41,(blank),United Kingdom,-1,5519.25
C537651,12/7/2010 15:49,(blank),United Kingdom,-1,13541.33
C537652,12/7/2010 15:51,(blank),United Kingdom,-1,6706.71
C537656,12/7/2010 16:21,15100,United Kingdom,-12,10.95
C537677,12/8/2010 9:55,14796,United Kingdom,-1,1.95
C537684,12/8/2010 10:18,14901,United Kingdom,-2,3.15
C537746,12/8/2010 11:03,15021,United Kingdom,-3,2.2167
C537756,12/8/2010 11:33,14952,United Kingdom,-36,5.95
C537763,12/8/2010 12:03,16713,United Kingdom,-1,7.95
C537788,12/8/2010 12:49,15916,United Kingdom,-2,9.15
C537797,12/8/2010 13:07,13113,United Kingdom,-4,6.9667
C537798,12/8/2010 13:07,16553,United Kingdom,-1,4.25
C537805,12/8/2010 13:18,15311,United Kingdom,-15,2.0744
C537807,12/8/2010 13:23,13495,United Kingdom,-15,3.375
C537812,12/8/2010 13:33,14299,United Kingdom,-20,10.45
C537814,12/8/2010 13:43,12712,Germany,-3,4.25
C537820,12/8/2010 14:10,16016,United Kingdom,-1,8.5
C537821,12/8/2010 14:20,18193,United Kingdom,-3,6.95
C537824,12/8/2010 14:27,12870,United Kingdom,-2,7.45
C537832,12/8/2010 14:52,16858,United Kingdom,-8,4.2667
C537834,12/8/2010 14:54,13267,United Kingdom,-5,2.6667
C537835,12/8/2010 14:57,14618,United Kingdom,-3,4.95
C537838,12/8/2010 15:01,13115,United Kingdom,-4,1.25
C537853,12/8/2010 15:57,13370,United Kingdom,-7,4.16
C537856,12/8/2010 15:59,14388,United Kingdom,-3,6.1
C537857,12/8/2010 16:00,17340,United Kingdom,-1,267.12
C537860,12/8/2010 16:15,16252,United Kingdom,-158,3.1952
C537893,12/9/2010 10:14,12721,France,-5,5.0833
C537998,12/9/2010 11:42,17411,United Kingdom,-8,3.75
C538052,12/9/2010 13:28,15181,United Kingdom,-1,4.95
C538059,12/9/2010 13:38,14205,United Kingdom,-104,3.8143
C538062,12/9/2010 13:40,17702,United Kingdom,-23,3.76
C538066,12/9/2010 13:58,15738,United Kingdom,-1,2.95
C538075,12/9/2010 14:12,13021,United Kingdom,-12,1.69
C538081,12/9/2010 14:29,16898,United Kingdom,-33,1.95
C538082,12/9/2010 14:30,13777,United Kingdom,-20,2.1
C538083,12/9/2010 14:40,15750,United Kingdom,-7,2.025
C538084,12/9/2010 14:42,12649,Germany,-12,1.65
C538085,12/9/2010 14:43,16350,United Kingdom,-3,5.3333
C538088,12/9/2010 14:45,14766,United Kingdom,-24,0.85
C538089,12/9/2010 14:47,18230,United Kingdom,-1,6.75
C538091,12/9/2010 14:48,16499,United Kingdom,-2,8.95
C538098,12/9/2010 14:57,14441,United Kingdom,-1,8.5
C538099,12/9/2010 14:58,15279,United Kingdom,-4,3.6
C538100,12/9/2010 15:00,16579,United Kingdom,-12,2.55
C538102,12/9/2010 15:01,14047,United Kingdom,-2,4.65
C538103,12/9/2010 15:13,17442,United Kingdom,-2,8.5
C538105,12/9/2010 15:18,16781,United Kingdom,-2,8.3
C538109,12/9/2010 15:23,16042,United Kingdom,-5,6.1
C538110,12/9/2010 15:24,17307,United Kingdom,-144,1.06
C538111,12/9/2010 15:24,17950,United Kingdom,-24,0.42
C538112,12/9/2010 15:28,14898,United Kingdom,-4,5.85
C538114,12/9/2010 15:29,14217,United Kingdom,-1,16.95
C538115,12/9/2010 15:30,16817,United Kingdom,-34,1.25
C538118,12/9/2010 15:33,17700,United Kingdom,-3,3.2833
C538119,12/9/2010 15:34,13136,United Kingdom,-4,4.05
C538121,12/9/2010 15:36,15535,United Kingdom,-1,12.75
C538122,12/9/2010 15:38,14696,United Kingdom,-1,1.25
C538123,12/9/2010 15:41,12605,Germany,-4,1.8
C538124,12/9/2010 15:43,15329,United Kingdom,-6,5.4
C538164,12/9/2010 17:32,14031,United Kingdom,-1,1.95
C538189,12/10/2010 10:35,(blank),United Kingdom,-1,133.08
C538314,12/10/2010 13:52,15514,United Kingdom,-47,0.85
C538341,12/10/2010 14:03,15514,United Kingdom,-322,3.0069
C538344,12/10/2010 14:32,13448,United Kingdom,-12,2.1
C538350,12/10/2010 15:01,13798,United Kingdom,-108,1.5912
C538357,12/10/2010 16:01,13798,United Kingdom,-144,1.69
C538362,12/10/2010 17:05,15179,United Kingdom,-30,0.55
C538372,12/12/2010 11:12,16923,United Kingdom,-6,1.6667
C538373,12/12/2010 11:13,16779,United Kingdom,-12,1.25
C538375,12/12/2010 11:19,17126,United Kingdom,-1,9.95
C538376,12/12/2010 11:21,16393,United Kingdom,-13,1.45
C538377,12/12/2010 11:23,15224,United Kingdom,-2,5.8
C538463,12/12/2010 12:31,17085,United Kingdom,-2,5.8
C538500,12/12/2010 12:51,13715,United Kingdom,-2,6.45
C538530,12/13/2010 10:26,14796,United Kingdom,-33,1.95
C538531,12/13/2010 10:31,13715,United Kingdom,-2,3.75
C538536,12/13/2010 10:40,15881,United Kingdom,-48,0.85
